recordset	mode	frame	dir	event	*eol
gPlayerSequenceInferno	SC	2	0	0	0
gPlayerSequenceInferno	SC	3	0	0	0
gPlayerSequenceInferno	SC	4	0	0	0
gPlayerSequenceInferno	SC	5	0	0	0
gPlayerSequenceInferno	SC	6	0	0	0
gPlayerSequenceInferno	SC	7	0	0	0
gPlayerSequenceInferno	SC	8	0	0	0
gPlayerSequenceInferno	SC	9	0	0	0
gPlayerSequenceInferno	SC	9	0	1	0
gPlayerSequenceInferno	SC	10	0	0	0
gPlayerSequenceInferno	SC	11	0	0	0
gPlayerSequenceInferno	SC	12	0	0	0
gPlayerSequenceInferno	SC	13	0	0	0
gPlayerSequenceStrafe_2HS	A1	0	0	0	0
gPlayerSequenceStrafe_2HS	A1	1	0	0	0
gPlayerSequenceStrafe_2HS	A1	2	0	0	0
gPlayerSequenceStrafe_2HS	A1	3	0	0	0
gPlayerSequenceStrafe_2HS	A1	4	0	0	0
gPlayerSequenceStrafe_2HS	A1	6	0	1	0
gPlayerSequenceStrafe_2HS	A1	7	0	0	0
gPlayerSequenceStrafe_2HS	A1	8	0	0	0
gPlayerSequenceStrafe_2HS	A1	9	0	0	0
gPlayerSequenceStrafe_2HS	A1	10	0	0	0
gPlayerSequenceStrafe_2HS	A1	11	0	0	0
gPlayerSequenceStrafe_2HS	A1	12	0	0	0
gPlayerSequenceStrafe_2HS	A1	13	0	0	0
gPlayerSequenceStrafe_2HT	A1	0	0	0	0
gPlayerSequenceStrafe_2HT	A1	1	0	0	0
gPlayerSequenceStrafe_2HT	A1	2	0	0	0
gPlayerSequenceStrafe_2HT	A1	3	0	0	0
gPlayerSequenceStrafe_2HT	A1	4	0	0	0
gPlayerSequenceStrafe_2HT	A1	5	0	0	0
gPlayerSequenceStrafe_2HT	A1	6	0	0	0
gPlayerSequenceStrafe_2HT	A1	7	0	0	0
gPlayerSequenceStrafe_2HT	A1	8	0	0	0
gPlayerSequenceStrafe_2HT	A1	9	0	0	0
gPlayerSequenceStrafe_2HT	A1	10	0	0	0
gPlayerSequenceStrafe_2HT	A1	11	0	1	0
gPlayerSequenceStrafe_2HT	A1	12	0	0	0
gPlayerSequenceStrafe_2HT	A1	13	0	0	0
gPlayerSequenceStrafe_2HT	A1	14	0	0	0
gPlayerSequenceStrafe_2HT	A1	15	0	0	0
gPlayerSequenceStrafe_2HT	A1	16	0	0	0
gPlayerSequenceStrafe_2HT	A1	17	0	0	0
gPlayerSequenceStrafe_2HT	A1	18	0	0	0
gPlayerSequenceStrafe_2HT	A1	19	0	0	0
gPlayerSequenceImpale_BOW	A1	0	0	0	0
gPlayerSequenceImpale_BOW	A1	1	0	0	0
gPlayerSequenceImpale_BOW	A1	1	0	0	0
gPlayerSequenceImpale_BOW	A1	1	0	0	0
gPlayerSequenceImpale_BOW	A1	2	0	0	0
gPlayerSequenceImpale_BOW	A1	2	0	0	0
gPlayerSequenceImpale_BOW	A1	2	0	0	0
gPlayerSequenceImpale_BOW	A1	3	0	0	0
gPlayerSequenceImpale_BOW	A1	3	0	0	0
gPlayerSequenceImpale_BOW	A1	4	0	0	0
gPlayerSequenceImpale_BOW	A1	4	0	0	0
gPlayerSequenceImpale_BOW	A1	5	0	0	0
gPlayerSequenceImpale_BOW	A1	6	0	0	0
gPlayerSequenceImpale_BOW	A1	7	0	1	0
gPlayerSequenceImpale_BOW	A1	8	0	0	0
gPlayerSequenceImpale_BOW	A1	9	0	0	0
gPlayerSequenceImpale_BOW	A1	10	0	0	0
gPlayerSequenceImpale_BOW	A1	11	0	0	0
gPlayerSequenceImpale_BOW	A1	12	0	0	0
gPlayerSequenceImpale_BOW	A1	13	0	0	0
gPlayerSequenceImpale_BOW	A1	14	0	0	0
gPlayerSequenceImpale_1HS	A1	0	0	0	0
gPlayerSequenceImpale_1HS	A1	1	0	0	0
gPlayerSequenceImpale_1HS	A1	1	0	0	0
gPlayerSequenceImpale_1HS	A1	1	0	0	0
gPlayerSequenceImpale_1HS	A1	2	0	0	0
gPlayerSequenceImpale_1HS	A1	2	0	0	0
gPlayerSequenceImpale_1HS	A1	2	0	0	0
gPlayerSequenceImpale_1HS	A1	3	0	0	0
gPlayerSequenceImpale_1HS	A1	3	0	0	0
gPlayerSequenceImpale_1HS	A1	4	0	0	0
gPlayerSequenceImpale_1HS	A1	4	0	0	0
gPlayerSequenceImpale_1HS	A1	5	0	0	0
gPlayerSequenceImpale_1HS	A1	6	0	0	0
gPlayerSequenceImpale_1HS	A1	7	0	0	0
gPlayerSequenceImpale_1HS	A1	8	0	0	0
gPlayerSequenceImpale_1HS	A1	9	0	1	0
gPlayerSequenceImpale_1HS	A1	10	0	0	0
gPlayerSequenceImpale_1HS	A1	11	0	0	0
gPlayerSequenceImpale_1HS	A1	12	0	0	0
gPlayerSequenceImpale_1HS	A1	13	0	0	0
gPlayerSequenceImpale_1HS	A1	14	0	0	0
gPlayerSequenceImpale_1HS	A1	15	0	0	0
gPlayerSequenceImpale_1HS	A1	16	0	0	0
gPlayerSequenceImpale_1HS	A1	17	0	0	0
gPlayerSequenceFend_BOW	A1	0	0	0	0
gPlayerSequenceFend_BOW	A1	1	0	0	0
gPlayerSequenceFend_BOW	A1	2	0	0	0
gPlayerSequenceFend_BOW	A1	3	0	0	0
gPlayerSequenceFend_BOW	A1	4	0	0	0
gPlayerSequenceFend_BOW	A1	5	0	0	0
gPlayerSequenceFend_BOW	A1	6	0	0	0
gPlayerSequenceFend_BOW	A2	6	0	0	0
gPlayerSequenceFend_BOW	A1	8	0	0	0
gPlayerSequenceFend_BOW	A2	8	0	0	0
gPlayerSequenceFend_BOW	A1	9	0	0	0
gPlayerSequenceFend_BOW	A2	9	0	0	0
gPlayerSequenceFend_BOW	A1	12	0	0	0
gPlayerSequenceFend_BOW	A2	12	0	1	0
gPlayerSequenceFend_BOW	A1	13	0	0	0
gPlayerSequenceFend_BOW	A1	14	0	0	0
gPlayerSequenceFend_1HS	A1	0	0	0	0
gPlayerSequenceFend_1HS	A1	1	0	0	0
gPlayerSequenceFend_1HS	A1	2	0	0	0
gPlayerSequenceFend_1HS	A2	2	0	0	0
gPlayerSequenceFend_1HS	A1	6	0	0	0
gPlayerSequenceFend_1HS	A2	6	0	0	0
gPlayerSequenceFend_1HS	A1	9	0	0	0
gPlayerSequenceFend_1HS	A2	9	0	0	0
gPlayerSequenceFend_1HS	A1	12	0	0	0
gPlayerSequenceFend_1HS	A2	10	0	0	0
gPlayerSequenceFend_1HS	A1	14	0	0	0
gPlayerSequenceFend_1HS	A2	14	0	0	0
gPlayerSequenceFend_1HS	A1	15	0	0	0
gPlayerSequenceFend_1HS	A1	16	0	0	0
gPlayerSequenceFend_1HS	A1	17	0	0	0
gPlayerSequenceFend_1HS	DT	0	0	0	0
gPlayerSequenceWhirlwind	A1	0	0	0	0
gPlayerSequenceWhirlwind	A1	1	0	0	0
gPlayerSequenceWhirlwind	A1	2	0	0	0
gPlayerSequenceWhirlwind	A1	3	0	1	0
gPlayerSequenceWhirlwind	A1	3	0	0	0
gPlayerSequenceWhirlwind	A1	4	0	0	0
gPlayerSequenceWhirlwind	A1	5	0	0	0
gPlayerSequenceWhirlwind	A1	6	0	1	0
gPlayerSequenceDoubleSwing	A1	1	0	0	0
gPlayerSequenceDoubleSwing	A1	2	0	0	0
gPlayerSequenceDoubleSwing	A1	4	0	0	0
gPlayerSequenceDoubleSwing	A1	6	0	0	0
gPlayerSequenceDoubleSwing	A1	7	0	1	0
gPlayerSequenceDoubleSwing	A1	9	0	0	0
gPlayerSequenceDoubleSwing	A1	11	0	0	0
gPlayerSequenceDoubleSwing	A1	13	0	0	0
gPlayerSequenceDoubleSwing	A1	14	0	0	0
gPlayerSequenceDoubleSwing	S3	2	0	1	0
gPlayerSequenceDoubleSwing	S3	4	0	0	0
gPlayerSequenceDoubleSwing	S3	5	0	0	0
gPlayerSequenceDoubleSwing	S3	6	0	0	0
gPlayerSequenceDoubleSwing	S3	8	0	0	0
gPlayerSequenceDoubleSwing	S3	9	0	0	0
gPlayerSequenceDoubleSwing	S3	10	0	0	0
gPlayerSequenceDoubleSwing	S3	11	0	0	0
gPlayerSequenceLightning	SC	0	0	0	0
gPlayerSequenceLightning	SC	1	0	0	0
gPlayerSequenceLightning	SC	3	0	0	0
gPlayerSequenceLightning	SC	4	0	0	0
gPlayerSequenceLightning	SC	5	0	0	0
gPlayerSequenceLightning	SC	7	0	0	0
gPlayerSequenceLightning	SC	8	0	0	0
gPlayerSequenceLightning	SC	9	0	1	0
gPlayerSequenceLightning	SC	9	0	0	0
gPlayerSequenceLightning	SC	9	0	0	0
gPlayerSequenceLightning	SC	9	0	0	0
gPlayerSequenceLightning	SC	10	0	0	0
gPlayerSequenceLightning	SC	9	0	0	0
gPlayerSequenceLightning	SC	9	0	0	0
gPlayerSequenceLightning	SC	9	0	0	0
gPlayerSequenceLightning	SC	10	0	0	0
gPlayerSequenceLightning	SC	11	0	0	0
gPlayerSequenceLightning	SC	12	0	0	0
gPlayerSequenceLightning	SC	13	0	0	0
gPlayerSequenceLeap	S1	0	0	0	0
gPlayerSequenceLeap	S1	1	0	0	0
gPlayerSequenceLeap	S1	2	0	0	0
gPlayerSequenceLeap	S1	3	0	0	0
gPlayerSequenceLeap	S1	4	0	0	0
gPlayerSequenceLeap	S1	5	0	1	0
gPlayerSequenceLeap	S1	6	0	0	0
gPlayerSequenceLeap	S1	7	0	0	0
gPlayerSequenceLeap	S1	8	0	0	0
gPlayerSequenceLeap	S1	9	0	0	0
gPlayerSequenceLeap	S1	10	0	0	0
gPlayerSequenceLeap	S1	11	0	1	0
gPlayerSequenceLeap	S1	12	0	0	0
gPlayerSequenceLeap	S1	13	0	0	0
gPlayerSequenceLeap	S1	14	0	1	0
gPlayerSequenceLeapAttack_HTH	S1	0	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	1	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	2	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	3	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	4	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	5	0	1	0
gPlayerSequenceLeapAttack_HTH	S1	6	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	7	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	8	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	9	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	10	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	11	0	1	0
gPlayerSequenceLeapAttack_HTH	S1	12	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	13	0	0	0
gPlayerSequenceLeapAttack_HTH	S1	14	0	0	0
gPlayerSequenceLeapAttack_HTH	A1	5	0	0	0
gPlayerSequenceLeapAttack_HTH	A1	6	0	1	0
gPlayerSequenceLeapAttack_HTH	A1	7	0	0	0
gPlayerSequenceLeapAttack_HTH	A1	8	0	0	0
gPlayerSequenceLeapAttack_HTH	A1	9	0	0	0
gPlayerSequenceLeapAttack_HTH	A1	10	0	0	0
gPlayerSequenceLeapAttack_HTH	A1	11	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	0	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	1	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	2	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	3	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	4	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	5	0	1	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	6	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	7	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	8	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	9	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	10	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	11	0	1	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	12	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	13	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	S1	14	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	6	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	7	0	1	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	8	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	9	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	10	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	11	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	12	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	13	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	14	0	0	0
gPlayerSequenceLeapAttack_BOW_1HT	A1	15	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	0	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	1	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	2	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	3	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	4	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	5	0	1	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	6	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	7	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	8	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	9	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	10	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	11	0	1	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	12	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	13	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	S1	14	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	6	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	7	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	8	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	9	0	1	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	10	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	11	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	12	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	13	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	14	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	15	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	16	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	17	0	0	0
gPlayerSequenceLeapAttack_1HS_XBW	A1	18	0	0	0
gPlayerSequenceLeapAttack_STF	S1	0	0	0	0
gPlayerSequenceLeapAttack_STF	S1	1	0	0	0
gPlayerSequenceLeapAttack_STF	S1	2	0	0	0
gPlayerSequenceLeapAttack_STF	S1	3	0	0	0
gPlayerSequenceLeapAttack_STF	S1	4	0	0	0
gPlayerSequenceLeapAttack_STF	S1	5	0	1	0
gPlayerSequenceLeapAttack_STF	S1	6	0	0	0
gPlayerSequenceLeapAttack_STF	S1	7	0	0	0
gPlayerSequenceLeapAttack_STF	S1	8	0	0	0
gPlayerSequenceLeapAttack_STF	S1	9	0	0	0
gPlayerSequenceLeapAttack_STF	S1	10	0	0	0
gPlayerSequenceLeapAttack_STF	S1	11	0	1	0
gPlayerSequenceLeapAttack_STF	S1	12	0	0	0
gPlayerSequenceLeapAttack_STF	S1	13	0	0	0
gPlayerSequenceLeapAttack_STF	S1	14	0	0	0
gPlayerSequenceLeapAttack_STF	A1	6	0	0	0
gPlayerSequenceLeapAttack_STF	A1	7	0	0	0
gPlayerSequenceLeapAttack_STF	A1	8	0	1	0
gPlayerSequenceLeapAttack_STF	A1	9	0	0	0
gPlayerSequenceLeapAttack_STF	A1	10	0	0	0
gPlayerSequenceLeapAttack_STF	A1	11	0	0	0
gPlayerSequenceLeapAttack_STF	A1	12	0	0	0
gPlayerSequenceLeapAttack_STF	A1	13	0	0	0
gPlayerSequenceLeapAttack_STF	A1	14	0	0	0
gPlayerSequenceLeapAttack_STF	A1	15	0	0	0
gPlayerSequenceLeapAttack_STF	A1	16	0	0	0
gPlayerSequenceLeapAttack_STF	A1	17	0	0	0
gPlayerSequenceDoubleThrow	TH	2	0	0	0
gPlayerSequenceDoubleThrow	TH	3	0	0	0
gPlayerSequenceDoubleThrow	TH	4	0	0	0
gPlayerSequenceDoubleThrow	TH	6	0	0	0
gPlayerSequenceDoubleThrow	TH	7	0	0	0
gPlayerSequenceDoubleThrow	TH	8	0	1	0
gPlayerSequenceDoubleThrow	S3	2	0	0	0
gPlayerSequenceDoubleThrow	S3	4	0	0	0
gPlayerSequenceDoubleThrow	S3	5	0	0	0
gPlayerSequenceDoubleThrow	S3	7	0	1	0
gPlayerSequenceDoubleThrow	S3	8	0	0	0
gPlayerSequenceDoubleThrow	S3	10	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	0	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	1	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	2	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	3	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	4	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	5	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	6	0	1	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	7	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	8	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	9	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	10	0	0	0
gPlayerSequenceDragonClaw_HTH_HT1	A2	11	0	0	0
gPlayerSequenceDragonClaw_HT2	A2	0	0	0	0
gPlayerSequenceDragonClaw_HT2	A2	1	0	0	0
gPlayerSequenceDragonClaw_HT2	A2	2	0	0	0
gPlayerSequenceDragonClaw_HT2	A2	3	0	0	0
gPlayerSequenceDragonClaw_HT2	A2	4	0	0	0
gPlayerSequenceDragonClaw_HT2	A2	5	0	0	0
gPlayerSequenceDragonClaw_HT2	A2	6	0	1	0
gPlayerSequenceDragonClaw_HT2	S4	3	0	0	0
gPlayerSequenceDragonClaw_HT2	S4	4	0	0	0
gPlayerSequenceDragonClaw_HT2	S4	5	0	0	0
gPlayerSequenceDragonClaw_HT2	S4	6	0	1	0
gPlayerSequenceDragonClaw_HT2	S4	7	0	0	0
gPlayerSequenceDragonClaw_HT2	S4	8	0	0	0
gPlayerSequenceDragonClaw_HT2	S4	9	0	0	0
gPlayerSequenceDragonClaw_HT2	S4	10	0	0	0
gPlayerSequenceDragonClaw_HT2	S4	11	0	0	0
gPlayerSequenceProjection	SC	0	0	0	0
gPlayerSequenceProjection	SC	1	0	0	0
gPlayerSequenceProjection	SC	2	0	0	0
gPlayerSequenceProjection	SC	3	0	0	0
gPlayerSequenceProjection	SC	4	0	0	0
gPlayerSequenceProjection	SC	5	0	0	0
gPlayerSequenceProjection	SC	6	0	0	0
gPlayerSequenceProjection	SC	7	0	1	0
gPlayerSequenceProjection	SC	8	0	0	0
gPlayerSequenceProjection	SC	9	0	0	0
gPlayerSequenceProjection	SC	10	0	0	0
gPlayerSequenceProjection	SC	11	0	1	0
gPlayerSequenceProjection	SC	13	0	0	0
gPlayerSequenceProjection	SC	14	0	0	0
gPlayerSequenceProjection	SC	15	0	0	0
gPlayerSequenceProjection	SC	16	0	0	0
gPlayerSequenceProjection	SC	17	0	0	0
gPlayerSequenceProjection	SC	18	0	1	0
gPlayerSequenceProjection	DT	0	0	0	0
gPlayerSequenceDragonTalon	KK	0	0	0	0
gPlayerSequenceDragonTalon	KK	1	0	0	0
gPlayerSequenceDragonTalon	KK	2	0	0	0
gPlayerSequenceDragonTalon	KK	3	0	0	0
gPlayerSequenceDragonTalon	KK	4	0	1	0
gPlayerSequenceDragonTalon	KK	5	0	0	0
gPlayerSequenceDragonTalon	KK	2	0	0	0
gPlayerSequenceDragonTalon	KK	3	0	0	0
gPlayerSequenceDragonTalon	KK	4	0	1	0
gPlayerSequenceDragonTalon	KK	5	0	0	0
gPlayerSequenceDragonTalon	KK	2	0	0	0
gPlayerSequenceDragonTalon	KK	3	0	0	0
gPlayerSequenceDragonTalon	KK	4	0	0	0
gPlayerSequenceDragonTalon	KK	5	0	1	0
gPlayerSequenceDragonTalon	KK	6	0	0	0
gPlayerSequenceDragonTalon	KK	7	0	0	0
gPlayerSequenceDragonTalon	KK	8	0	0	0
gPlayerSequenceDragonTalon	KK	9	0	0	0
gPlayerSequenceDragonTalon	KK	10	0	0	0
gPlayerSequenceDragonTalon	KK	11	0	0	0
gPlayerSequenceArcticBlast	S1	0	0	0	0
gPlayerSequenceArcticBlast	S1	1	0	0	0
gPlayerSequenceArcticBlast	S1	2	0	0	0
gPlayerSequenceArcticBlast	S1	3	0	0	0
gPlayerSequenceArcticBlast	S1	4	0	0	0
gPlayerSequenceArcticBlast	S1	5	0	0	0
gPlayerSequenceArcticBlast	S1	6	0	0	0
