array_name	runtime_records_rva	static_records_seed_rvas	record_index	runtime_record_rva	mode_id	mode_code	mode_name	frame	direction	event_id	event_name	native_bytes
gPlayerSequenceHandToHand2	0x2383000	0x1991BE0	11	0x2383042	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceHandToHand2	0x2383000	0x1991BE0	12	0x2383048	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceHandToHand2	0x2383000	0x1991BE0	13	0x238304E	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	0	0x2383060	7	A1	Attack1	5	0	0	NONE	000007050000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	1	0x2383066	7	A1	Attack1	6	0	3	PLAY_SOUND	000007060003
gPlayerSequenceJab_BOW	0x2383060	0x1993290	2	0x238306C	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	3	0x2383072	7	A1	Attack1	9	0	1	MELEE_ATTACK	000007090001
gPlayerSequenceJab_BOW	0x2383060	0x1993290	4	0x2383078	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	5	0x238307E	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	6	0x2383084	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	7	0x238308A	8	A2	Attack2	6	0	3	PLAY_SOUND	000008060003
gPlayerSequenceJab_BOW	0x2383060	0x1993290	8	0x2383090	8	A2	Attack2	8	0	0	NONE	000008080000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	9	0x2383096	8	A2	Attack2	9	0	1	MELEE_ATTACK	000008090001
gPlayerSequenceJab_BOW	0x2383060	0x1993290	10	0x238309C	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	11	0x23830A2	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	12	0x23830A8	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	13	0x23830AE	8	A2	Attack2	6	0	3	PLAY_SOUND	000008060003
gPlayerSequenceJab_BOW	0x2383060	0x1993290	14	0x23830B4	8	A2	Attack2	8	0	0	NONE	000008080000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	15	0x23830BA	8	A2	Attack2	9	0	1	MELEE_ATTACK	000008090001
gPlayerSequenceJab_BOW	0x2383060	0x1993290	16	0x23830C0	8	A2	Attack2	10	0	0	NONE	0000080A0000
gPlayerSequenceJab_BOW	0x2383060	0x1993290	17	0x23830C6	8	A2	Attack2	13	0	0	NONE	0000080D0000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	0	0x23830D0	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	1	0x23830D6	7	A1	Attack1	7	0	3	PLAY_SOUND	000007070003
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	2	0x23830DC	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	3	0x23830E2	7	A1	Attack1	10	0	1	MELEE_ATTACK	0000070A0001
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	4	0x23830E8	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	5	0x23830EE	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	6	0x23830F4	7	A1	Attack1	15	0	0	NONE	0000070F0000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	7	0x23830FA	8	A2	Attack2	4	0	0	NONE	000008040000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	8	0x2383100	8	A2	Attack2	6	0	3	PLAY_SOUND	000008060003
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	9	0x2383106	8	A2	Attack2	9	0	0	NONE	000008090000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	10	0x238310C	8	A2	Attack2	10	0	1	MELEE_ATTACK	0000080A0001
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	11	0x2383112	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	12	0x2383118	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	13	0x238311E	7	A1	Attack1	15	0	0	NONE	0000070F0000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	14	0x2383124	8	A2	Attack2	4	0	0	NONE	000008040000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	15	0x238312A	8	A2	Attack2	6	0	3	PLAY_SOUND	000008060003
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	16	0x2383130	8	A2	Attack2	9	0	0	NONE	000008090000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	17	0x2383136	8	A2	Attack2	10	0	1	MELEE_ATTACK	0000080A0001
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	18	0x238313C	8	A2	Attack2	11	0	0	NONE	0000080B0000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	19	0x2383142	8	A2	Attack2	13	0	0	NONE	0000080D0000
gPlayerSequenceJab_1HS	0x23830D0	0x1992B70	20	0x2383148	8	A2	Attack2	15	0	0	NONE	0000080F0000
gPlayerSequenceSacrifice_1HT	0x23832A0	0x1993B18	0	0x23832A0	8	A2	Attack2	0	0	0	NONE	000008000000
gPlayerSequenceSacrifice_1HT	0x23832A0	0x1993B18	1	0x23832A6	8	A2	Attack2	2	0	0	NONE	000008020000
gPlayerSequenceSacrifice_1HT	0x23832A0	0x1993B18	2	0x23832AC	8	A2	Attack2	4	0	0	NONE	000008040000
gPlayerSequenceSacrifice_1HT	0x23832A0	0x1993B18	3	0x23832B2	8	A2	Attack2	7	0	1	MELEE_ATTACK	000008070001
gPlayerSequenceSacrifice_1HT	0x23832A0	0x1993B18	4	0x23832B8	8	A2	Attack2	8	0	0	NONE	000008080000
gPlayerSequenceSacrifice_1HT	0x23832A0	0x1993B18	5	0x23832BE	8	A2	Attack2	10	0	0	NONE	0000080A0000
gPlayerSequenceSacrifice_1HT	0x23832A0	0x1993B18	6	0x23832C4	8	A2	Attack2	13	0	0	NONE	0000080D0000
gPlayerSequenceSacrifice_STF	0x23832D0	0x19909F8	0	0x23832D0	7	A1	Attack1	0	0	0	NONE	000007000000
gPlayerSequenceSacrifice_STF	0x23832D0	0x19909F8	1	0x23832D6	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceSacrifice_STF	0x23832D0	0x19909F8	2	0x23832DC	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceSacrifice_STF	0x23832D0	0x19909F8	3	0x23832E2	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceSacrifice_STF	0x23832D0	0x19909F8	4	0x23832E8	7	A1	Attack1	8	0	1	MELEE_ATTACK	000007080001
gPlayerSequenceSacrifice_STF	0x23832D0	0x19909F8	5	0x23832EE	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceSacrifice_STF	0x23832D0	0x19909F8	6	0x23832F4	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceSacrifice_STF	0x23832D0	0x19909F8	7	0x23832FA	7	A1	Attack1	15	0	0	NONE	0000070F0000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	0	0x2383450	13	S1	Skill1	3	0	0	NONE	00000D030000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	1	0x2383456	13	S1	Skill1	4	0	0	NONE	00000D040000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	2	0x238345C	13	S1	Skill1	5	0	0	NONE	00000D050000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	3	0x2383462	13	S1	Skill1	6	0	0	NONE	00000D060000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	4	0x2383468	13	S1	Skill1	7	0	0	NONE	00000D070000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	5	0x238346E	13	S1	Skill1	8	0	0	NONE	00000D080000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	6	0x2383474	13	S1	Skill1	10	0	0	NONE	00000D0A0000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	7	0x238347A	8	A2	Attack2	1	0	0	NONE	000008010000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	8	0x2383480	8	A2	Attack2	2	0	0	NONE	000008020000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	9	0x2383486	8	A2	Attack2	4	0	0	NONE	000008040000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	10	0x238348C	8	A2	Attack2	6	0	0	NONE	000008060000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	11	0x2383492	8	A2	Attack2	7	0	1	MELEE_ATTACK	000008070001
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	12	0x2383498	8	A2	Attack2	8	0	0	NONE	000008080000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	13	0x238349E	8	A2	Attack2	10	0	0	NONE	0000080A0000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	14	0x23834A4	8	A2	Attack2	11	0	0	NONE	0000080B0000
gPlayerSequenceChastise_1HT	0x2383450	0x1993300	15	0x23834AA	8	A2	Attack2	13	0	0	NONE	0000080D0000
gPlayerSequenceCharge	0x2383600	0x1992F40	0	0x2383600	3	RN	Run	0	0	1	MELEE_ATTACK	000003000001
gPlayerSequenceCharge	0x2383600	0x1992F40	1	0x2383606	3	RN	Run	1	0	1	MELEE_ATTACK	000003010001
gPlayerSequenceCharge	0x2383600	0x1992F40	2	0x238360C	3	RN	Run	2	0	1	MELEE_ATTACK	000003020001
gPlayerSequenceCharge	0x2383600	0x1992F40	3	0x2383612	3	RN	Run	3	0	1	MELEE_ATTACK	000003030001
gPlayerSequenceCharge	0x2383600	0x1992F40	4	0x2383618	3	RN	Run	4	0	1	MELEE_ATTACK	000003040001
gPlayerSequenceCharge	0x2383600	0x1992F40	5	0x238361E	3	RN	Run	5	0	1	MELEE_ATTACK	000003050001
gPlayerSequenceCharge	0x2383600	0x1992F40	6	0x2383624	3	RN	Run	6	0	1	MELEE_ATTACK	000003060001
gPlayerSequenceCharge	0x2383600	0x1992F40	7	0x238362A	3	RN	Run	7	0	1	MELEE_ATTACK	000003070001
gPlayerSequenceCharge	0x2383600	0x1992F40	8	0x2383630	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceCharge	0x2383600	0x1992F40	9	0x2383636	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceCharge	0x2383600	0x1992F40	10	0x238363C	7	A1	Attack1	5	0	3	PLAY_SOUND	000007050003
gPlayerSequenceCharge	0x2383600	0x1992F40	11	0x2383642	7	A1	Attack1	6	0	1	MELEE_ATTACK	000007060001
gPlayerSequenceCharge	0x2383600	0x1992F40	12	0x2383648	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceCharge	0x2383600	0x1992F40	13	0x238364E	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceCharge	0x2383600	0x1992F40	14	0x2383654	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceDefiance_1HT	0x23837B0	0x1990948	0	0x23837B0	8	A2	Attack2	5	0	0	NONE	000008050000
gPlayerSequenceDefiance_1HT	0x23837B0	0x1990948	1	0x23837B6	8	A2	Attack2	6	0	0	NONE	000008060000
gPlayerSequenceDefiance_1HT	0x23837B0	0x1990948	2	0x23837BC	8	A2	Attack2	7	0	1	MELEE_ATTACK	000008070001
gPlayerSequenceDefiance_1HT	0x23837B0	0x1990948	3	0x23837C2	8	A2	Attack2	8	0	0	NONE	000008080000
gPlayerSequenceDefiance_1HT	0x23837B0	0x1990948	4	0x23837C8	8	A2	Attack2	10	0	0	NONE	0000080A0000
gPlayerSequenceDefiance_1HT	0x23837B0	0x1990948	5	0x23837CE	8	A2	Attack2	12	0	0	NONE	0000080C0000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	0	0x2383930	10	SC	Cast	0	0	0	NONE	00000A000000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	1	0x2383936	10	SC	Cast	1	0	0	NONE	00000A010000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	2	0x238393C	10	SC	Cast	2	0	0	NONE	00000A020000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	3	0x2383942	10	SC	Cast	3	0	0	NONE	00000A030000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	4	0x2383948	10	SC	Cast	4	0	0	NONE	00000A040000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	5	0x238394E	10	SC	Cast	5	0	0	NONE	00000A050000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	6	0x2383954	10	SC	Cast	6	0	0	NONE	00000A060000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	7	0x238395A	10	SC	Cast	7	0	0	NONE	00000A070000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	8	0x2383960	10	SC	Cast	8	0	0	NONE	00000A080000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	9	0x2383966	10	SC	Cast	9	0	0	NONE	00000A090000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	10	0x238396C	10	SC	Cast	9	0	1	MELEE_ATTACK	00000A090001
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	11	0x2383972	10	SC	Cast	10	0	0	NONE	00000A0A0000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	12	0x2383978	10	SC	Cast	11	0	0	NONE	00000A0B0000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	13	0x238397E	10	SC	Cast	12	0	0	NONE	00000A0C0000
gPlayerSequenceInferno	0x2383930	0x1992D30|0x1993680	14	0x2383984	10	SC	Cast	13	0	0	NONE	00000A0D0000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	0	0x2383AE0	7	A1	Attack1	0	0	0	NONE	000007000000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	1	0x2383AE6	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	2	0x2383AEC	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	3	0x2383AF2	7	A1	Attack1	3	0	0	NONE	000007030000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	4	0x2383AF8	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	5	0x2383AFE	7	A1	Attack1	6	0	1	MELEE_ATTACK	000007060001
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	6	0x2383B04	7	A1	Attack1	7	0	0	NONE	000007070000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	7	0x2383B0A	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	8	0x2383B10	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	9	0x2383B16	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	10	0x2383B1C	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	11	0x2383B22	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceStrafe_2HS	0x2383AE0	0x19921D0	12	0x2383B28	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	0	0x2383B30	7	A1	Attack1	0	0	0	NONE	000007000000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	1	0x2383B36	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	2	0x2383B3C	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	3	0x2383B42	7	A1	Attack1	3	0	0	NONE	000007030000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	4	0x2383B48	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	5	0x2383B4E	7	A1	Attack1	5	0	0	NONE	000007050000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	6	0x2383B54	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	7	0x2383B5A	7	A1	Attack1	7	0	0	NONE	000007070000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	8	0x2383B60	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	9	0x2383B66	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	10	0x2383B6C	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	11	0x2383B72	7	A1	Attack1	11	0	1	MELEE_ATTACK	0000070B0001
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	12	0x2383B78	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	13	0x2383B7E	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	14	0x2383B84	7	A1	Attack1	14	0	0	NONE	0000070E0000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	15	0x2383B8A	7	A1	Attack1	15	0	0	NONE	0000070F0000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	16	0x2383B90	7	A1	Attack1	16	0	0	NONE	000007100000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	17	0x2383B96	7	A1	Attack1	17	0	0	NONE	000007110000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	18	0x2383B9C	7	A1	Attack1	18	0	0	NONE	000007120000
gPlayerSequenceStrafe_2HT	0x2383B30	0x19935D0	19	0x2383BA2	7	A1	Attack1	19	0	0	NONE	000007130000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	0	0x2383D00	7	A1	Attack1	0	0	0	NONE	000007000000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	1	0x2383D06	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	2	0x2383D0C	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	3	0x2383D12	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	4	0x2383D18	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	5	0x2383D1E	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	6	0x2383D24	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	7	0x2383D2A	7	A1	Attack1	3	0	0	NONE	000007030000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	8	0x2383D30	7	A1	Attack1	3	0	0	NONE	000007030000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	9	0x2383D36	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	10	0x2383D3C	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	11	0x2383D42	7	A1	Attack1	5	0	0	NONE	000007050000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	12	0x2383D48	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	13	0x2383D4E	7	A1	Attack1	7	0	1	MELEE_ATTACK	000007070001
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	14	0x2383D54	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	15	0x2383D5A	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	16	0x2383D60	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	17	0x2383D66	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	18	0x2383D6C	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	19	0x2383D72	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceImpale_BOW	0x2383D00	0x1992000	20	0x2383D78	7	A1	Attack1	14	0	0	NONE	0000070E0000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	0	0x2383D80	7	A1	Attack1	0	0	0	NONE	000007000000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	1	0x2383D86	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	2	0x2383D8C	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	3	0x2383D92	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	4	0x2383D98	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	5	0x2383D9E	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	6	0x2383DA4	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	7	0x2383DAA	7	A1	Attack1	3	0	0	NONE	000007030000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	8	0x2383DB0	7	A1	Attack1	3	0	0	NONE	000007030000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	9	0x2383DB6	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	10	0x2383DBC	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	11	0x2383DC2	7	A1	Attack1	5	0	0	NONE	000007050000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	12	0x2383DC8	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	13	0x2383DCE	7	A1	Attack1	7	0	0	NONE	000007070000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	14	0x2383DD4	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	15	0x2383DDA	7	A1	Attack1	9	0	1	MELEE_ATTACK	000007090001
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	16	0x2383DE0	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	17	0x2383DE6	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	18	0x2383DEC	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	19	0x2383DF2	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	20	0x2383DF8	7	A1	Attack1	14	0	0	NONE	0000070E0000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	21	0x2383DFE	7	A1	Attack1	15	0	0	NONE	0000070F0000
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	22	0x2383E04	7	A1	Attack1	16	0	0	NONE	000007100000
